text,label
is there a way to topup when it reaches a certain balance,1
i sent some money and the account hasnt recived the transfer i made,27
why is there a service fee on my statement,16
can i exchange usd and gbp from the app,15
where do you get those exchange rates,14
what flat currencies do you support for holding and exchange,17
a transaction to a friend still hasnt shown up,27
i payed with the card and there was an extra fee,9
why is it showing that my account has been charged a dollar that is showing as pending,16
i am not seeing recent cash withdrawal on my account,20
who can i speak with regarding a lost card,19
where is the tracking number for the card,5
in my statement i got a 1 extra fee,16
how are exchange rates determined,14
what is the system for determining the exchange rate,14
i want to top up my account what payment methods are supported,23
is there a top up fee for transfer,24
if i see a payment in the app that i dont recognize what should i do,10
there is an extra 1 charge on my statement why is that,16
how long does it take for deliver to the us,6
i sent a check into the system but still havent received the cash yet,2
why is the cash not showing in my account for the check i deposited,2
how old do i need to be,0
there is a payment on my card that i do not recognize,10
i need to know whats going on i was under the impression you offered cryto top up which doesnt seem to be working and money has just vanished from my account,26
how long does it take for my physical card to be delivered,6
what about a auto topup,1
what is this extra fee,9
what can i do if i lost my card,19
can i unblock my pin using the app,22
i deposited some money but the balance has not changed,2
what is an exchange rate,14
i found my card am i able to put it back into the app,7
how can i get my card to work,8
i am unable to use my topup on the app could you explain this to me,26
what do i do if i see a transaction on my card that i dont recall making,10
do i get to have one of those virtual cards ive heard about,18
i am so angry right now  i went to the atm and did not get the correct amount of money i chose to withdraw  how could this happen  i need my money and want to know how i can get it asap,29
my topup was cancelled and i am writing to ask if i need to complete the 3d secure authentication section before i submit it,26
what is the topup limit on my cards,25
i have not received my card and its been a week what do i do,5
what happens when i money transaction doesnt show up on the receiving side,27
can i add a card that i just found again to the app,7
i havent received my card,5
a transaction i did to my friend hasnt arrived yet why,27
my identity verification hasnt passed yet is it possible to use my account,28
please explain to me the process of getting a virtual card,18
let me know when you charge extra for payments please i just checked the app earlier when i saw that there was an additional fee on one of the payments that i wasnt warned about before,9
20 came out instead of 100,29
why did i get charged extra,9
can you tell me what cards and currencies you support,23
do you accept credit cards from the us,23
why hasnt my virtual card arrived,18
what happens if i deposit a cheque accidentally,2
if i order a card when does it arrive,6
i had a cheque deposited but i dont see my money yet,2
i did a transaction to a wrong account,3
i cant find my card  what should i do,19
why did my cash deposit not show up,2
what is the greatest number of times that i can topup,25
they used the wrong rate when i made a purchase with foreign currency,11
when will the transaction be done,27
i have a payment i didnt make on my account,10
how do i unblock my card,22
i have a reverted top up i made and wanted to know why it didnt go through,26
do you not accept crypto transfers from certain places because when i tried to do a top up the money just disappeared im not sure what to do or what im doing wrong please help,26
my last name has changed and i need to update my account details,13
i paid with my card and ended up being charged a fee,9
hi i am disappointed to see such a bad exchange rate and hope you can assist me would you be able to confirm the official interbank exchange rate for me,11
why is the app showing a still pending message on a withdraw that has already been done,20
how do i change my details,13
is there a reason my new card hasnt arrived,5
my card is broken,8
how do i receive a virtual card,18
one of my card payments i dont recognise the name of the merchant,10
can you explain why my payment was charged a fee,9
can you please sort out your top up i need this to go through asap because i really need the money its already been pending for an hour,21
where do i find a virtual card,18
i havent gotten my credit card in the mail,5
when will i get my new card,5
why am i charged an extra fee on my card,9
i have a fee showing from last time i used my card,9
i do not know why i was charged for the 1 transaction,16
does this app allow currencies to be exchanged,15
what are the fees associated with top up via transfer,24
how do i see what fees i am supposed to be charged on my account ive noticed fees on some transactions but not on others this is very confusing and i cannot find a pattern to what i am being charged,9
what are the age requirements for service,0
why is there an extra charge of 1 dollar on my statement,16
if my pin number is rejected how do i solve it,22
why did you charge me more for my purchase it was a foreign currency and you didnt offer market rate,11
its been some time since refilled the topup,21
i believe my top up was reverted,26
what is the most i can topup,25
i think i may have been charged 1 extra on my app  could you provide some insight as to why this may have happened,16
i finally got my card  now i want to link it  is that something you have to do or can i do that,7
how long will the 1 charge show as pending,16
i transferred money and it hasnt come yet,27
i made a cash deposit to my account but it is not there,2
where do i go to update details,13
how can i open an account for my children,0
is there a reason why there is an extra 1 charge on my account,16
i might need to exchange between usd and gbp is this possible with your app,15
how do i take a block off my card,22
do you think youre asking for too much information about me,28
can you assist me in acquiring a virtual card,18
using your app would i be able to exchange between usd and gbp,15
i would like help to revert a transaction i did this morning,3
can i stop a transaction,3
why hasnt the money transfer arrived yet,27
the check i deposited yesterday isnt listed yet  isnt that pretty slow  i need to see the balance increased by that check,2
has my topup gone through,26
please check my payment from last saturday as i feel i have been overcharged on the exchange rate  thank you,11
i just made a topup but it shows as pending i use your service all the time and have never had a problem before why does it keep showing up as pending,21
how do i reorder a damaged card,8
hello there i tried using crypto top up today but its not working for me might it be due to the kind of bank im using or the country that im frommoney is also missing from my account,26
whats wrong with my card the clerk at the grocery store said it was declined,8
i want to reactivate my card i thought i had lost it but found it again in my jacket this morning,7
why was the exchange wrong for the item i purchased,11
why is there a 1 charge on my statement,16
i wrote a check to the account yesterday to add to my balance but i dont see the amount of the check reflected anywhere  is it being held up for some reason  i should have seen a new balance by now,2
one of my transactions needs to be canceled,3
why is there an extra charge on my statement,16
i cant use my card for anything,8
can i exchange usd for gbp in your app,15
i paid with my card so so why was i charged a transaction fee,9
after depositing a cheque my balance did not change,2
there is a payment in the app that i did not approve,10
are all fiat currencies supported,17
i tried to add a topup to my account but the money isnt there anymore did i do something wrong,26
my card wont work at all for anything,8
are there businesses that dont accept this card,4
can i update my details,13
do topups have a limit,25
i need my virtual card,18
i tried to make a topup and it was canceled why is that,26
what is the virtual card and how can i get one,18
there is an extra 1 charge on my app why did you charge me extra,16
why cant i edit my personal details,13
is the cash withdrawal going to show,20
my top up did not go through yet,21
i got charged a service fee on my account can it be waived since i didnt know about it before,9
i did not receive the correct amount for the exchange rate,11
ive been waiting a while for my card is there a way to know when it will arrive,5
i wasnt able to use my card today when i went out for lunch wondering why that is,8
how can i tell if my topup has been cancelled,26
what fiat currencies do you support,17
a payment shows up on the app that i never made,10
my details need to be changed how can i do so,13
do you know when the withdrawal will show,20
how do you calculate exchange rates,14
how long should it take for my topup to finish ive been waiting a while,21
my topup hasnt happened yet,21
what currencies are available for my use in holding and exchange,17
my cash out is still pending,20
what fiat currencies do you allow exchange with,17
i already have a card and want to link it,7
i found my old card can i link it back into the app,7
oh my god i lost my card what should i do,19
i seem to have been charged to much for my holiday purchases the exchange rate is wrong,11
what is the main reason of this problem,8
how long does it take for something to be delivered to the us,6
i thought crypto top up with something you offer this is not working the money has been deducted from my account can you find out whats going on,26
suddenly my card wont work,8
what are interbanks current exchange rates,14
what do i have to do to get the contactless to work,12
how can i request cash back the atm just gave me a different amount than what ive been actually charged though,29
i have cash deposit to my account but it is experiencing a problem,2
i have a pending topup,21
would i be able to use swift transfers,24
whats the foreign exchange rate i will receive,14
why would a cash withdrawal still be pending,20
is there a function where i can topup automatically,1
what currency can i use to pay for a top up,23
for what reason did my topup get cancelled,26
how do i cancel a transfer,3
theres been a transaction to the wrong account,3
top up my card please which yall support,23
whats the phone number to freeze a card,19
i have a withdrawal waiting to go through,20
i didnt receive my money earlier and it says the transaction is still in progress can you fix it,20
how can i periodically check the delivery of the card you sent,5
what are the charges for recieving sepa transfers,24
ive already sent the money out and still have not received money in my account,2
id like more info on getting a virtual card,18
will you help me unblock my pin after putting in the wrong pin too many times,22
hi i made a transfer yesterday that i need to reverse  i need to put the money in a different account,3
i have a charge i did not make,10
i want to hold and exchange fiat currencies what can i use to do so,17
why cant the person i sent the money transfer to see it,27
i need to get some euros for my holiday am i able to exchange some of my money,15
i tried to access money earlier but the machine seems not to be working after looking the transaction actually shows to still being process can you find out what is going on here i dont want to be charged for some money i never got,20
i deposited cash into my account and im having trouble seeing it on my account,2
i dont see my card anywhere in the app,7
after trying to update my account balance yesterday by cheque it doesnt seem to working shouldnt the process be quicker i need my account looked at because there appears to be a problem,2
the exchange rate was incorrect for this item i bought,11
my atm transaction was wrong,29
i needed to make a payment on my account but i typed in the incorrect number  the app wont allow me to cancel this transaction  i need it cancelled asap,3
what is this random charge of one pound doing on my account,16
what currencies are supported,17
how do i add money from my amex card to top up,23
whats the limit on my top up,25
if i was travelling abroad would i be able to hold currencies in euros,17
theres a card payment with a name i dont recognize,10
i sent a cheque a few days ago and i noticed that no money has been put on my account can you please tell me the situation of my account,2
what method do you use for the exchange rate,14
with this app will i be able to exchange currency,15
i put the wrong pin too many times and now it is blocked can you help me unblock it,22
how will i get my card,6
where can i use my card,4
how do you determine exchange rates,14
how much longer is it going to take to get my new card,5
can i have a virtual card,18
when can i expect my new card to get here,6
my cash withdrawal says pending why,20
do you allow exchanges of eur,17
why has my topup been reverted,26
i need to cancel a transaction immediately,3
what is the fee on my statement for,16
could you tell me the fiat currencies that you work with,17
i deposited a cheque but my account balance stayed the same,2
i have a canceled topup and wanted to know about it,26
why havent i been given a virtual card yet,18
i deposited cash this morning but it is not yet available,2
am i able to do a swift transfer with you,24
my address details have changed and i want to update them,13
can topping up be automatic,1
how long should i expect to wait when i add money,21
where is my new card,5
a payment that i didnt make appears in my app,10
when will my deposit post to my account,2
where can i change my address,13
for adding money which currencies do you accept,23
i pulled cash from the atm earlier why is it still pending if i already have the cash,20
a strange card payment i do not recognize it,10
are eur exchanges acceptable,17
i received a different amount of cash than what i entered,29
why has my money disappeared i topped up earlier and seen it was there and had went through what seems to be the problem,26
what is the purpose for verifying my identity,28
can you tell me your exchange rates,14
what currency is acceptable for a top up,23
hi there i came across a problem with my top up and my money is missing was there a system error,26
im still awaiting for the completion of the transaction,27
is there a limit to my topup,25
why am i being charged a fee for using my card if there is some print out of places that charge me can you please send me that,9
can you make exchanges with the eur,17
my account balance doesnt reflect an update i made by cheque yesterday is something wrong or is the system slow,2
i got less cash than what i specified at the atm,29
can i still use my account without verifying my identity,28
i think my card is broken or something i tried using it and it wouldnt go through please help,8
why is my top up not completing,21
what kind of fiat currencies are supported for holding and exchange,17
got only 20 when i tried to withdraw 100,29
hello i believe there has been a mistake made on the exchange rate for my card could you please check the official interbank exchange rate for me,11
will i be fined for topping up by transfer,24
where can i use my card to pay,4
i could not get the cash i wanted,29
can i get an account for my son,0
i have moved to a new house and set up a rent payment to my landlord it was supposed to be in her account a few days ago but it hasnt arrived  i definitely sent it to the right place can you confirm where the money is,27
why wasnt my contactless accepted at the metro,12
will you tell me how to exchange usd for gbp in the app,15
what kind of cards an currency do you support,23
when should i expect to receive my card,6
how long does a topup take to go through,21
what cards and currencies can i use to top up my account,23
how much longer until i get my new card,5
my money transaction cant be seen by the person i sent it to,27
my card wont physically work,8
explain the interbank exchange rate,14
what does a pending cash withdrawal mean,20
do you have any accounts for children,0
what fiat currencies are supported,17
could you refund my transaction i paid it into the wrong account i need to be able to pay it into the right account by tomorrow,3
reverted top up,26
when i went to 100 all the machine would give me was 20,29
id like to know what the foreign exchange rate will be,14
i got less money than i asked for,29
what is the exchange rate for eur,14
how can i check how much free spending i have left i have some big purchases coming up and want to know where i can look for any info,9
i attempted to complete a topup and i thought all was well but now the money is gone again has there been a glitch,26
is the 1 pound charge going to be reimbursed on my card,16
please tell me why i would have to pay a fee for a recent payment thanks,9
what is the fee charged for using my card,9
why has my new card still not come,5
where can i use my mastercard,4
i stupidly initiated a rent payment from the wrong account yesterday it cant be paid from that account but it really needs to get paid on time am i able to move the payment to the right account,3
do you accept swift transfers,24
i tried to get some money but the machine was not working the transaction still seems in progress can you please check whats going oni dont want to be charged for money that i did not received,20
my app is displaying a payment i didnt make,10
could i get tracking on the card,5
how long will it be to get this new card,5
i tried taking out 30 pounds from the atm just now and it only gave me 10 why would it do that i need the 30 pounds now,29
can i top up from a usa credit card,23
where can i modify my information,13
are there any topup limits that i must follow,25
for sepa transfers what kind of charge will be applied,24
i moved out of my old house two weeks ago and cancelled my direct debit to my old landlord this direct debit was working fine  now ive moved in to a new place and set up a transfer to a new landlord but its not reached her yet can you check it please,27
why is it important to verify my identity,28
i have a topup thats still pending and wanted to know about it,21
i would like to know why so much identity information is required,28
how much does it cost to top up by transfer,24
my daughter needs an acount,0
are you sure this is the interbank exchange rate this rate is really bad,11
do i get charged if i get money,24
i was unaware of the additional charge that was added onto my previous payment a notification of extra charges would be appreciated in the future,9
how much is ok for me to top up with,25
what are ways to test why my card might not be working,8
i would like to edit my personal information,13
what type of fiat currencies do you support,17
what are the maximum amount you can do for auto topup,1
i was mistakenly charged a fee for using my card,9
please help me  a payment i made had an error on the account number and i cant cancel on my side  can you cancel it,3
i just saw the exchange rate you use but its so bad that i cant believe that its the official interbank exchange rate is this truly the official interbank exchange rate,11
can i hold more than one currency,17
is there a reason for my top up to be cancelled,26
it seems that something went wrong with my exchange i changed russian ruble into uk pounds but have been charged entirely too much,11
i toppedup my account but i dont think it went through,21
i payed my rent to my landlord a few days ago and he is saying the it never went though everything looks good to me and i even double checked the account number i dont know what could be causing the confusion can you help me please,27
i tried the wrong pin too many times,22
i just sent money but the person i sent it to doesnt see it what happened,27
my plans may change so i may need to change from gbp to aud,15
i think i was wrongly charged in a recent transaction when i used my card,9
can i use an auto topup option,1
earlier today i took money out the atm after checking the app the amount is so much higher than the amount i received,29
let me know when applying extra charges for payments i just checked the app and saw a fee that i wasnt warned about,9
please help me unblock my pin which i put the wrong one too many times,22
in the app i see a payment that is not mine,10
help i dont see my money i just added,21
please help  the app wont let me cancel a money transfer  i accidently sent money to an account that wasnt mine  i need this cancelled immediately,3
how long will it take for my cash withdrawal to no longer show as pending,20
my money hasnt been deposited yet when will it be,21
how to modify my details,13
can you tell me what the problem with my card is it was declined at a restaurant today,8
how long will it be  before the person i sent money to is able to see it,27
change of location need to change details,13
i paid my rent into the wrong account could you please pay it into the right account it needs to be done by tomorrow,3
why hasnt my cash arrived from a deposited check,2
when will my card come i need it as soon as possible,6
are you aware of any charges for receiving money,24
help the atm didnt give me all the money i requested,29
my statement shows a 1 purchase pending i do not remember making this purchase please let me know what this is about,16
i tried using my card at multiple vendors and now its not working,8
how do i edit my personal details,13
why do you need verification for my identity,28
what i need to verify my account,28
who do i call to cancel a transfer,3
my money has disappeared i had recently added money in and saw it was there and went through now its gone what is happening,26
i was blocked by using the wrong pin too many times can you help me,22
why are you asking so many questions about me,28
can the card was sen to me be tracked,5
im getting concerned here  i sent a friend some money and she isnt seeing it  whats going on,27
does the card you sent have a tracking number,5
how long does my top up pending last,21
my statement is showing an extra 1 charge and i am unsure why is there an explanation for this,16
can you tell me why i cant make any transactions,8
what is the charge to make a transfer,24
why do you require identification documents,28
how can i add money from my amex card,23
why is my topup showing as cancelled,26
is it possible to exchange currencies,15
what is the price of a transfer,24
can you help me with my card i think its broke,8
i have never been charged a card payment fee before why did this change,9
i moved and would like to change my address,13
i didnt cancel my topup,26
how do i access the virtual card,18
what are the exchange rates,14
what is the fee for a transfer into my account,24
how do you find the exchange rate,14
after looking at the app i noticed a couple of payments i know i did not make is it possible someone has accessed my card what is actually going on,10
is american express supported for adding money into my account,23
i didnt receive the amount of cash i requested for the atm,29
is my daughter eligible to open an account,0
can i add money automatically to my account while traveling,1
i need to change details about my personal account,13
something is wrong with the top up im a regular customer and use your service all the time usually this works but now it just shows up as pending,21
what us cards do you accept  i only have 1 other,23
i received the wrong amount of cash back,29
i got notified that my top up has been reverted why,26
i need help with understanding why my card is not working,8
where are you getting your exchange rates from,14
id like to open an account for my children how can i do that,0
can i use this card at any store,4
new customer and filling gas for the first time today not working,21
i recently made a transfer that i would like to cancel,3
can i reset my pin if it is blocked,22
i think my top up is still pending,21
i need some help linking my new card,7
what is the way to go about getting a virtual card,18
how come my topup didnt go through instantly like it usually does,21
theres a 1 fee on my statement why,16
what currencies do you offer,17
what is the maximum for topups,25
i think something is wrong with your top up  ive been waiting a little over an hour for this to go through can you send it through for me,21
can i track the card that you sent me in the mail,5
are swift transfers an option,24
am i going to see a charge for a sepa transfer,24
how old do my kids have to be use this,0
how do the foreign exchange rates work,14
why was i charged a small amount,16
it is extremely important that i cancel the transfer i made yesterday and put the money into a different account  is this possible,3
do all businesses take this card,4
theres an error in regards to the exchange rate for an item i bought,11
cancel transaction,3
i still havent received my card in the mail,5
i think the exchange rate on my card payment is incorrect,11
how do i link my new card,7
i had to pay one pound more than the set price,16
are there any places that wont take my card,4
i made a cash deposit and the balance wasnt updated,2
how can i exchange gbp for aud,15
i am calling because the atm didnt give me the right amount of cash but my app shows the actual amount i wanted to withdraw what should i do to get my money back,29
what is the first step i need to make for being able to access my account,28
i did not get my virtual card yet why,18
how can i trade currencies with this app,15
just today there was a purchase on my card that wasnt done by me can this be reversed and my card be frozen i cant have this continue,10
i transferred some money but it is not here yet,27
my account says a withdrawal is pending  why cant i take cash out of the atm,20
how do i reactivate a card i thought i lost,7
whats types of currency can i exchange,15
i just made an order and noticed an extra fee why have you charged me this without informing me,9
im interested in using fiat currencies which do you support,17
why cant i see my funds after i topped up,21
why am i being charged fees on some transactions but not on others what am i missing here i cannot find where to see the fee structure on my account help,9
how old do my kids need to be to use your service,0
is my new bank card on the way and is there a way to track it,5
i was charged an extra dollar on my account and would like to know the reason,16
how much do i need to pay for a transfer,24
can i track my card while it is in the process of delivery,5
i ordered a card and would like to know how to track the delivery progress of it,5
how to unblock my pin,22
i noticed that the exchange rate applied to a recent purchase i made abroad was incorrect,11
when did you send me my new card,5
i cant seem to be able to use my card,8
what currencies do you accept,17
i was charged and shouldnt have been charged when using my card,9
i thought i lost my card so i cancelled it but recently i found it in my jacket and i would like to reestablish the card,7
how long will it take to get to the us,6
why do i have to pay extra for using my card,9
i recently reported my card as missinglost and i just found it can i still use it,7
what us credit cards do you accept,23
is there such thing as an auto topup option,1
the app reverted after i toppedup,26
i have another card from the us will you be able to accept that one,23
why was i charged a fee i thought shopping was free,9
why have i been charged a small fee to use my card,9
i seem to have lost my card,19
how do i set up an account for my children,0
there are a couple payments with my card displayed in the app which i didnt make what is happening maybe someone has access to my card,10
why is verifaction required for my identity,28
the app isnt showing my transactions,27
how can i sign up for a virtual card,18
its only been a few weeks my my topup got cancelled,26
how long does it take for my top up to clear,21
can i use my app to get a virtual card,18
im at the atm right now and it only allowed me to withdraw 10 pounds instead of my requested 30 whats going on how can i fix this,29
yesterday i topped up my card why didnt it complete as it still pending,21
my pin seems to be blocked help me access it,22
what should i do if i cant use my card,8
wheres my money receipt,27
i want to block my card or deactivate it or something its been stolen and i dont want it misused i want this handled right away,19
my cash deposit isnt in my account what happened,2
the atm didnt give me the amount i asked for,29
what is the charge for paying with my card,9
how long should it take for a transfer to go through i have been waiting a while,27
when i look at my statement there is an extra fee that is for what,16
do you accept from usa credit card,23
my card is lost  please help me,19
i was issued a card about a week ago why hasnt it come in yet,5
whats the max i can top up,25
can i top off with a debit card,23
do i have to manually top up once im too low,1
i am afraid to give you all my identify details,28
where in the app do i go to make my new card show up,7
will i have to wait much longer for my new card to arrive,5
can i make transactions before identity verification,28
hello im a brand new customer and tried topping up for the first time today it has been pending for half an hour and doesnt seem to be working please resolve this,21
i have arranged a transfer but no longer need to send it how do i stop the transfer,3
i think i was charged extra on my payment on last saturday  maybe the exchange rate was wrong  id like a refund,11
how long until my new card gets here,5
i dont need to transfer anymore and i want to cancel it,3
what do i do if i accidentally broke my card,8
whats the problem i thought you offered crypto top up this doesnt appear to be working at all my money has now vanished from my account,26
tell my why my topup is pending,21
can i go ahead and use my account even though my identify hasnt been verified yet,28
i would like to order a virtual card where can i get one,18
ive been waiting for over an hour for a top up to go through  how long is this supposed to take  i really need this money,21
i exchanged russian rubles for british pounds today and got less than i expected was exchange rate correct,11
my son has just turned 13 is he old enough for an account,0
what is going on with my cash deposit im looking at my account balance and it is not there it has been almost a week someone better get back to me asap,2
i believe there is a mistake because a payment i didnt make shows in my app,10
i think my top up was reversed,26
what businesses accept this card,4
how do i unlock my account after typing in the wrong pin too many times,22
i tried to withdraw some money from an atm this morning but wasnt able to get the amount of cash i needed the amount in the app says what i was trying to withdraw was deducted but i dont have any money what do i do about this,29
i need to figure out what these charges are on my account theyve been coming out for a couple of days can i get all of this money back also i need to freeze my card,10
what currencies can i hold,17
do i have to be 18 to open an account,0
can the delivery be specific to my needs,6
can i choose delivery times to suite me,6
how many currencies can i have money in in my account,17
my card no longer works,8
what is the length of a transaction completion,27
i sent some money to somebody a couple of hours ago and they still have yet to receive it  they really need the money how much longer are they going to have to wait,27
i dont see the transaction i made to a friend on my account,27
how do your exchange rates factor in,14
how to cancel a transaction,3
when will i recieve my new card,5
the rate applied to my purchase in a foreign currency was wrong,11
i think that the exchange rate was wrong for the payment made last saturday  i was charged extra,11
do i have a 1 extra fee on the statement,16
whats the reason my new card hasnt come,5
why does my statement have an extra fee,16
how do i know what exchange rate i will get,14
why hasnt a transaction i did to my friend arrived yet,27
my cash deposit from a week ago is still not in my account can you help me please,2
today i was out eating and my card was declined whys that,8
my mother deposited a cheque into my account last week why is it still not showing up,2
i looked at my statement and there is a charge for 1 that i dont recognize  why is it on there,16
is there a reason my topup has not gone through,21
how do i fix my card if it is broken,8
i just transferred my friend money but she hasnt received it yet and its been a few hours can you tell me when to expect it to go through,27
can you tell me when my card will arrive,6
please explain your exchange rate policy,14
should i keep waiting for my card to be delivered,5
how can i transfer money from american express card,23
my card hasnt came in the mail yet,5
i think something went wrong i didnt get the right amount,29
if i need delivery on a certain day is that something that could be accommodated,6
are there limits with topup,25
i would like to know how much i can topup,25
are there any limit on the auto topup,1
i need to order a new card can you please direct me to the virtual cards,18
how many topups can be approved,25
im still expecting the transaction to be finished,27
will i be charged for topping up by transfer,24
i accidentally put in the wrong pin too many times and now i need to unblock it can you assist with this,22
will my card be here soon,6
i attempted to top up my account but its been frozen in a pending state for well over an hour now is this normal im a new customer and this is my first time doing this i assumed it would be done quicker than this,21
which credit card topups do you accept,23
this card payment isnt is recognition,10
i have been charged to much for the object i bought when abroad the exchange rate seems to be wrong,11
is there a limit to top up,25
what is the extra fee that was added when i used the card,9
what types of cards and money do you accept,23
im having difficulties changing aud for gbp how do i do this,15
when using my card i was charged a fee for doing so why,9
help im missing money i deposited a cheque but its not showing on my balance,2
why is there an extra pound charge that is pending,16
my card has been stolen i reported it with the police but i need to report it with you as well,19
could you please put a freeze on my card  there are some payments on it that i dont know where they came from,10
where can i use this card,4
was there a way for me to get tracking for that,5
i checked the app and there is a payment that i dont recognize,10
theres an extra fee on my statement why is that,16
what do i need to do to get my new card which i have requested 2 weeks ago,5
there is a 1 charge that appears as pending on my statement what is that i havent purchased anything for a pound there,16
am i able to do a swift transfer,24
i found my card how can i use it again,7
my account is locked because i used the wrong pin too many times  please helpp,22
how will i know what the exchange rate is,14
how many different currencies can i have my money in,17
what if my top up doesnt go through,21
i believe my top up is still pending,21
i deposited a cheque and its been days and i still havent received the cash,2
can i use a credit card from the us to top up,23
i noticed on my online statement that an atm withdrawal i made early is still pending  is this accurate,20
i would like to cancel my previous transaction,3
do you guys accept cash because i deposited some this morning and i cant see it in my account,2
i ordered my card but it hasnt been delivered yet,5
i made a mistake of transferring can i cancel my previous transfer,3
how do i get the card linked,7
i may no longer need gbp but instead i will need aud how can i go about making this change,15
could i please cancel my transfer i paid it into the wrong account i need to pay it into the right account by tomorrow,3
my account was charged a fee when did you start charging extra for card payments,9
2 weeks ago i ordered my new card  it isnt here  what should i do,5
will there be a fee if i receive a sepa transfer,24
the day before yesterday i transferred funds to another account within the country  the funds have not yet arrived  i double and triple checked the account number and it was correct  why hasnt the transfer been completed yet,27
is there an issue with my account  i dont see a cheque deposit that i made yesterday  please assist,2
what do i have to do to cancel a transfer,3
i was issued a new card a week ago but still havent received it how long will it be until i receive it,5
my cash withdrawal shows pending why,20
is it possible to cancel transactions,3
who do i talk to to cancel a transfer,3
why is my cash withdrawal still pending,20
the exchange rate for my card payment doesnt seem right,11
can i choose when my card is delivered,6
will you accept my credit card,23
show me how to link the new card,7
i would like to reactivate my card that i previously reported lost i located the card this morning,7
why wont my card accept any transactions,8
top up is still pending,21
i purchased something abroad and the exchange rate that was applied was wrong,11
i needed 100 but all it gave me was 20,29
what currencies can i use,23
i need to exchange between different currencies like gbp and usd can i do that with your app,15
i need to verify a payment to my new landlord i transferred the first rent payment a few days ago while it shows on my side the landlord is saying he hasnt received it yet can you verify that it has processed,27
am i able to stop a transfer,3
what to do if my physical card is not working,8
why does my identity need verification,28
why hasnt my son received the transfer i sent to him earlier,27
is the identity check part of bank policy,28
ive just made a money transfer to the wrong account i need to stop the money from being moved as it may be going to someone i dont know  please can you help,3
i bought an item and the exchange rate was wrong,11
i entered a typo when i was transferring money and now ive sent it to an incorrect account  this is so bad  i need it cancelled now,3
what is this extra pound charge for,16
what currencies are approved to add money,23
i would like a virtual cardhow do i get one,18
i got a new address and need to change my old one,13
there is a payment i dont recognize,10
i got some cash at an atm earlier but now app is showing that i withdrew more than i did  help,29
is there a fee for a sepa transfer,24
i tried to get cash at some atm in the city centre earlier but the machine declined my card ive seen it still shows up as pending in my account please cancel it immediately as i definitely have not received that money,20
what are your exchange rates at,14
can i link my card i previously received,7
why isnt my deposit showing up,2
my top up is pending still,21
i thought i lost my card but i found it today so i would like to reactivate it,7
i withdrew cash but it still shows as pending,20
i no longer want to transfer funds can we cancel that transaction,3
there was a problem with the exchange rate on a purchase,11
there is a pending payment on my account that is very strange i dont remember making this and it wont go away can you help me figure this out,16
card has been received how will it show up on the app,7
i made a transfer into my account and now i need to cancel it,3
can i make an account for my kids,0
i accidentally made a payment to a wrong account what should i do,3
can i cancel a transaction,3
i havent seen the cash yet from the cheque i deposited,2
i cant figure out why i havent gotten my cash when i already put the check in the bank,2
i see an unfamiliar payment on my statement,10
i think there has been a mistake on my exchange rate for this purchase,11
what currencies can i exchange between on your app,15
why does my transaction have an added fee,16
why would my top up be reverted,26
i put money in my account a week ago but its still not there what is happening,2
what is taking so long with my top up,21
are there topping up fees if i have to transfer,24
why is my topup showing as reverted,26
i will be traveling and want money to be added automatically in certain intervals is this possible,1
how can i track my cards delivery,5
is there a list of where i can use my card,4
i sent a payment but it isnt showing up in the app,27
can this app be used to exchange currencies,15
hi  i have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlords end the numbers are correct can you confirm when that will go through,27
what are the additional charges for a swift transfer,24
i mistook my pin and now i am locked  can you unlock me,22
how long do i have  to wait for my transaction to be completed,27
my top is still pending,21
something is wrong with my exchange rate charge,11
the exchange rate you are using is really bad this cant possibly be the official interbank exchange rate,11
i submitted a cheque couple of days ago nothing happened to my account yetwhat could be the possible issue,2
last saturday i was charged extra for the exchange rate on my payment is something wrong,11
how did you guys get your exchange rate,14
are there limits as to where my card will be accepted,4
help me cancel a transaction,3
what age do you have to be to open an account,0
how can i edit my personal details in the app,13
what does the 1 fee mean,16
what businesses can i use this card with,4
can you tell me what currencies i can use to add money,23
my funds are low can i auto top up,1
my card hasnt arrived,5
my withdrawal is pending why,20
i need to figure out who has access to my card there are some payments i didnt make that are showing on the app  could you please help,10
my money is gone i had topped up recently and saw it was there and went through but now its disappeared what is happening,26
my card is not working,8
in the app how can i make it show the new card that arrived,7
i would like to cancel a transfer,3
i would like to know what your exchange rates are,14
can you tell me the cost of a transfer,24
tell me how a top up would be reverted,26
can i change my address,13
why isnt my deposit in my account,2
please tell me why i cant have the funds i deposited a week ago i need the money now,2
is my credit card supported for topups,23
i ordered my card but it still isnt here,5
i did not receive the correct amount of cash,29
why isnt my topup going through,21
are there fees for receiving a sepa transfer,24
the 100 has still not been reverted as indicated in the previous email,16
can i link a card of yours i already have,7
do you accept all cards and currencies,23
i have kids and im curious at what age could they start to use your service,0
how is the current exchange rate,14
can my children get an account,0
i just have one additional card from the usa do you support that,23
is it possible to hold money in multiple currencies,17
there is a payment with my card which i definitely did not do,10
how come i didnt get a virtual card yet,18
i got less than what i asked for in the atm why,29
the topup is broken,21
is the card welcomed by everybody,4
how can i get it to add money automatically while travelling,1
want to know how to get virtual card,18
why is this fee being charged to me after using my card,9
when will my topup happen,21
